0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,label
0.28789201378822327,0.8689055442810059,0.2556332051753998,0.9241057634353638,0.3808251619338989,0.757287859916687,0.36895647644996643,0.7847796678543091,0.4618057608604431,0.5979572534561157,0.4533105492591858,0.603594958782196,0.6619096398353577,0.26562070846557617,0.6712427735328674,0.2577213644981384,0.7658963203430176,0.5413672924041748,0.775188684463501,0.5324873924255371,0.8528720140457153,0.8320697546005249,0.8678755760192871,0.8482738733291626,downdog
0.7816011309623718,0.880232572555542,0.7560569047927856,0.8547924757003784,0.6818149089813232,0.7761958837509155,0.6591711640357971,0.7732915878295898,0.6005166172981262,0.6374850273132324,0.5883105993270874,0.6475893259048462,0.41161051392555237,0.3305624723434448,0.41518357396125793,0.35997235774993896,0.3016048073768616,0.5916296243667603,0.3050076961517334,0.5893738865852356,0.18086910247802734,0.8251909017562866,0.18967092037200928,0.8190309405326843,downdog
0.83393394947052,0.925464928150177,0.8107542991638184,0.8481346368789673,0.7064201235771179,0.7667492628097534,0.7098621129989624,0.7248584032058716,0.6262668967247009,0.607620894908905,0.6339327096939087,0.5865908861160278,0.38868680596351624,0.2776818871498108,0.39630329608917236,0.278009295463562,0.23828890919685364,0.5418853759765625,0.24971134960651398,0.5332697629928589,0.09379088878631592,0.8426327705383301,0.10840710997581482,0.8162690997123718,downdog
0.8063513040542603,0.9025318026542664,0.78830885887146,0.8560158610343933,0.6958138942718506,0.7793921232223511,0.6932220458984375,0.7603733539581299,0.5924514532089233,0.6287562251091003,0.6018024682998657,0.6200425028800964,0.41192513704299927,0.27326780557632446,0.42574748396873474,0.28914955258369446,0.2923305630683899,0.5569130778312683,0.30518126487731934,0.5554927587509155,0.18531951308250427,0.8134753704071045,0.20354633033275604,0.7899878025054932,downdog
0.167727530002594,0.8453297019004822,0.13909804821014404,0.8945991396903992,0.25269636511802673,0.7061290144920349,0.24109159409999847,0.7453173995018005,0.327230304479599,0.5294508934020996,0.32528746128082275,0.5381956696510315,0.5588273406028748,0.16032765805721283,0.5682393312454224,0.14518627524375916,0.6905486583709717,0.47907042503356934,0.7109745740890503,0.46361202001571655,0.8201959133148193,0.7983290553092957,0.8396106958389282,0.8255534768104553,downdog
0.13171795010566711,0.7946416139602661,0.11356379836797714,0.8440494537353516,0.18258732557296753,0.6821512579917908,0.17737209796905518,0.7064942121505737,0.22794735431671143,0.5599803924560547,0.22338147461414337,0.5730062127113342,0.4091450273990631,0.3480147421360016,0.41891777515411377,0.3506152629852295,0.49910709261894226,0.5627772212028503,0.5102300643920898,0.5681560039520264,0.5672631859779358,0.7721922397613525,0.5777318477630615,0.7860792279243469,downdog
0.18152174353599548,0.8775811195373535,0.14565670490264893,0.9140930771827698,0.29297056794166565,0.7633576989173889,0.2863072156906128,0.7788186073303223,0.3978268504142761,0.6195144057273865,0.3922734260559082,0.6350796222686768,0.6054597496986389,0.2359922230243683,0.6173624396324158,0.2203957587480545,0.7427720427513123,0.5403778553009033,0.7634341716766357,0.5314239263534546,0.880215048789978,0.8297035098075867,0.8986401557922363,0.8502486944198608,downdog
0.23801425099372864,0.7256490588188171,0.21608072519302368,0.7466844320297241,0.32389917969703674,0.6386816501617432,0.30761367082595825,0.6354674100875854,0.39673954248428345,0.5244133472442627,0.38909637928009033,0.5078264474868774,0.5694559216499329,0.29209423065185547,0.575615644454956,0.27119967341423035,0.6595327854156494,0.4905722141265869,0.6658563017845154,0.47514069080352783,0.7644714117050171,0.6921716928482056,0.7742656469345093,0.7024282813072205,downdog
0.8055422306060791,0.9101812839508057,0.7985351085662842,0.8600426912307739,0.6736137270927429,0.793134331703186,0.6871659159660339,0.7546501755714417,0.5680164694786072,0.6384429931640625,0.5905742049217224,0.6019195318222046,0.3696192502975464,0.2357741743326187,0.39296790957450867,0.23828700184822083,0.2685471177101135,0.544738233089447,0.29237663745880127,0.5336728096008301,0.20660026371479034,0.8413294553756714,0.22680005431175232,0.8116101026535034,downdog
0.2695029079914093,0.824661910533905,0.2506485879421234,0.8710376024246216,0.3647152781486511,0.7205120325088501,0.3720686733722687,0.755656361579895,0.4464532732963562,0.569233238697052,0.45490410923957825,0.5839602947235107,0.6596121191978455,0.26632073521614075,0.6750339269638062,0.2688225209712982,0.7763180732727051,0.5449704527854919,0.7888824939727783,0.5492480993270874,0.9059986472129822,0.8075858354568481,0.9241624474525452,0.8219699859619141,downdog
